,id,tweet,subtask_a,subtask_b,subtask_c
31,82333,@ USER Yes you are but I wa asking what is it about the movie ? 🤷‍♂️👀,NOT,,
32,12609,The only thing the Democrats have is lying and stalling to stop Trump from being # President . What have they done for you lately . # Trump # Kavanaugh # MAGA # DEMSUCK,OFF,TIN,GRP
33,13017,@ USER No wonder he is being apologetic and more social these day ... .,NOT,,
34,18129,@ USER @ USER @ USER Any update re ending your blatant # racism a # Windrush & amp ; # Grenfell prof you are @ USER @ USER # alloutpolitics # politicslive # PMQs @ USER URL,NOT,,
35,70380,@ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER Do you know what ’ s going to happen now ? I ’ m going to have to lay in bed and cry while I listen to Kelly Clarkson . Thanks free speech antifa .,NOT,,
36,12108,@ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER You are not very smart are you ? Why do you think Gen Flynn ’ s sentencing keep being rescheduled ? URL,OFF,TIN,IND
37,14726,@ USER @ USER @ USER That 's expected if you placate the violent leftists/terrorists . # KavanaughConfirmation # woke,OFF,TIN,GRP
38,74358,@ USER Blow hard,NOT,,
39,82599,@ USER @ USER @ USER That mean you are a max lvl . Twitter user and maybe should try a new game,NOT,,
40,40212,"@ USER @ USER Please explain what controlled opposition '' mean . As for Bernier escaping , he split with the rest of the Conservatives because he 's even more racist and exclusionary than they want to be . ''",NOT,,
41,78367,@ USER @ USER @ USER @ USER @ USER Socialists politics that stand up for the downtrodden . And well done for conflating criticism of Israel with anti semitism . You are also part of the problem .,NOT,,
42,66596,. Nina One of the reason I did n't read this book for so long wa because I wa SO WORRIED about her character . I should 've trusted everyone . Nina is a goddamn goddess I would die for a thousand time over . She is big and bold and lovely and PERFECT . HER ARC . IS . PERFECT .,NOT,,
43,70999,. @ USER @ USER @ USER @ USER @ USER PLEASE vote NO on Kavanaugh . He is not fit for SCOTUS and allegation about woman and shady financials should disqualify him . # RuleOfLaw matter . # MeToo # CountryOverParty # WithdrawKavanaugh # StopKavanaugh,NOT,,
44,36026,@ USER @ USER Ppl who say I 'm not racist '' are racist . You Are A Racist . Repeat after me '',NOT,,
45,29439,@ USER Kathy the Patriot🗽 YOU HAVE TO LOVE our GREAT PRESIDENT TRUMP ! ! ! A SPINE OF U.S . STEEL ! ! CHANGING IT ! ON TRADE & amp ; EVERYTHING FOR AMERICANS ! ! # AMERICAFIRST # USA # MAGA # LEADERSHIP & amp ; # RESPECT # ECONOMY # JOBS # PEACEthruSTRENGTH # GOD # BLESS # TRUMP & amp ; # THEUSA 😀 🗽🗽🗽 😀,NOT,,
46,74477,@ USER Wow you liberal really don ’ t have a sense of humor.🙄,NOT,,
47,49845,@ USER I 'M SO FUCKING READY,NOT,,
48,32305,@ USER Holy moly ! ! If the catholic people have n't been awakened by this ... .. # FalseProphet # Lunatic,NOT,,
49,77243,@ USER Lol yeah per dina he is There everyday per claudia no horse got vet care unless it wa for donation example limping etc,NOT,,
50,73205,@ USER @ USER @ USER What a surprise ... . same a antifa . BLM and so on and so on . Soros is Americas worst enemy in HISTORY . He belief the only way to take down the USA is from withing . And he right . But it 's not gunna happen .,NOT,,
51,47311,@ USER Me too ! Her wedding wa the best ! She is very pretty !,NOT,,
52,48553,@ USER @ USER No conflict here—don ’ t look at this . # Soros involved in violent left agenda of Antifa also .,NOT,,
53,75689,@ USER @ USER @ USER URL any of your announcement every come to fruition or is it basically stealing Labour 's idea to get a few more vote,NOT,,
54,84102,out of British people are basically full-on racist . out of voter vote for the Conservatives . Coincidence ! ? ? ? ! ? ? ?,OFF,TIN,GRP
55,10607,# GUNCONTROL advocate must STOP falling all over themselves to assure electorate that they too love the HORRIFIC A URL,NOT,,
56,43913,@ USER @ USER Hi there ! We love what a huge fan of Camila Mendes you are ! Would it be alright if we used your tweet about her in our promotional material ?,NOT,,
57,98992,@ USER Fuck off,OFF,TIN,IND
58,92056,@ USER Certainly a weird view toward the Margaret Sanger geonicidal philosophy of aborting minority . I ’ d like to know if the black population that suffers the most share her opinion,NOT,,
59,33853,@ USER @ USER The prison system is so fucked . Why are they still getting away with what is potentially murder with intent if the prisoner die in the hurricane ? They did this in Louisiana and like inmate went missing '' '',OFF,TIN,OTH
60,75215,@ USER @ USER She is useless . Attempts to do the right thing but never follows through .,OFF,TIN,IND
61,96218,# WalkAway liberal ... ... Your party is POISON . URL,NOT,,
62,57013,@ USER Grateful Trump doesn ’ t have a dog in the White House . He is a cruel man .,OFF,TIN,IND
63,20883,@ USER You are lying . Stick with the fact . We pay more than that now .,NOT,,
64,74831,@ USER Trump kick dem butt - it so fun .,OFF,TIN,IND
65,53264,@ USER @ USER @ USER He is dumb and dumber all in one president . It 's a two for one .,OFF,TIN,IND
66,28204,# Toxictory minister @ USER attempted to expense £ charity donation ! It 's what @ USER do ! ! @ USER # Toriesmustgo # DissolveTheUnion URL,NOT,,
67,42024,@ USER ur so straight forword man👌 i saw u in dance dewwane and ur just talk free ky ap kitnay porrany ho industry mein and i really like ur this quality that u even gather with ur senior💚 artist love for # Manmarziyaan 🤠👍,NOT,,
68,84664,@ USER And this from the clown that should be in prison ?,OFF,TIN,IND
69,54842,@ USER @ USER @ USER @ USER did Twitter silence alex jones in retaliation of him asking Twitter jack question @ USER @ USER @ USER @ USER URL,NOT,,
70,48995,@ USER Thats because you are an old man .,OFF,TIN,IND
71,47153,@ USER @ USER @ USER They are obstructionist . Anti-american . Pharisees . Ask them what they are running on and you get nothing . Maga !,OFF,TIN,OTH
72,76826,@ USER @ USER No you 're not..you 're here represent the Alinskyite Orwellian Leftist Tool & amp ; Fool view on things..like . % of the Marxists & amp ; Antifa similar U..psst ! And B U use the word fascist or fascism again go ahead & amp ; read D'Souza 's book The Big Lie '' ..right now U know SQUAT about either.. '',NOT,,
73,27645,@ USER I do remember . : ( But somehow centrist '' antifa-haters can never quite seem to bring themselves to condemn such thing . '',NOT,,
74,64429,@ USER I mean it worked for gun control right ? URL,OFF,TIN,GRP
75,20943,@ USER I think the last thing on the WH or Trump 's mind is April Ryan . She need to stop flattering herself . She 's not a important a she think she is .,NOT,,
76,78064,@ USER Principled conservative are # Hypocrickets,NOT,,
77,14122,@ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER Do n't forget @ USER & amp ; Democrat backed # Antifa,NOT,,
78,72353,@ USER She is a beautiful person to teach value to her kid . Teaching them they are royalty but keep to keep it from going to their head . Stay real ❤️,NOT,,
79,39051,@ USER Bring out his Antifa criminal son to campaign for him,NOT,,
80,54546,@ USER @ USER I didn ’ t watch and will not watch @ USER Watching the September th story and how we came together and stood shoulder to shoulder made me proud even with all of our issue yet the people playing a damn game can not stand for this moment—protest on a Saturday .,NOT,,
81,50759,A tear is made of % water and % feeling .,NOT,,
82,75992,@ USER @ USER Trump address gun control representing the NRA . I will not let you down '' he say . URL,NOT,,
83,45068,@ USER She is drinking so much koolaid she ’ s bloated .,OFF,TIN,IND
84,17259,@ USER Holder need to be prosecuted,NOT,,
85,95225,@ USER But ... But ... BOTH PLAYERS WERE WOMEN . And BOTH WERE WOMEN OF COLOR !,NOT,,
86,84667,@ USER @ USER @ USER @ USER The Institution only let her tweet when she behaves . She is a Window Licker ! ! ! !,OFF,TIN,IND
87,14574,*babysitting kids* people : ” how old do you think she is ? ” “ she ha three kid ” me : *dont get mad . don ’ t get mad . they don ’ t know . they don ’ t know*,NOT,,
88,23784,@ USER well ... ? URL,NOT,,
89,93119,WTC This is a threat ! ! ! .. @ USER # Maga # QAnon # WakeUpAmerica URL,OFF,TIN,IND
90,30115,@ USER It 's easily digestible content . There 's no need for nuance or to even understand the story . They can show a picture of an ANTIFA '' and get the base level emotional response their content requires in order to be profitable . '',NOT,,
91,69281,@ USER @ USER Try looking for plain old democrat . The liberal are the one which you can ’ t have a conversation with .,NOT,,
92,15322,@ USER Great news ! Old moonbeam Just went into a coma ! 😂,NOT,,
93,75089,@ USER OMG HE IS SO EXTRA ILY,NOT,,
94,21379,@ USER @ USER @ USER Please call trump out for what he is ... a NARCISSISTIC SOCIOPATH !,OFF,TIN,IND
95,43133,@ USER @ USER Unfortunately in America a system like that would be called racist . Liberals believe exam are racist against minority group .,NOT,,
96,52102,@ USER I know ! She is still alive ... .but wondering if her career wa railroaded ? Odd ! Loved her ... especially that day !,NOT,,
97,59537,@ USER @ USER Guy you are always present ... bet why ? Lol,NOT,,
98,44209,@ USER @ USER what a baby ! URL,NOT,,
99,96664,@ USER you are very persuasive fam,NOT,,
100,12559,@ USER THAT 'S NOTHING NEW SHE WAS GOING TO VOTE NO ANYWAY ... ..WE WILL VOTE NO TO LIBERALS IN NOVEMBER ... . URL,NOT,,
101,61914,@ USER Burt . A cool dude .,NOT,,
102,32317,# MAGA ! IF YOU ARE ALL IN FOR # TRUMP FOLLOW ME AND I WILL FOLLOW BACK .,NOT,,
103,94767,@ USER thank u ! ! i ’ m finally at the point where i ’ m okay with using heat on it again i ’ m so happy,NOT,,
104,64835,@ USER Kind of like what trump doe all the time huh ?,NOT,,
105,41353,@ USER Because a former Antifa in the white house and they do not arrest her and a citizen if they arrest someone explain to me .,NOT,,
106,52252,@ USER Fuck em,OFF,TIN,GRP
107,91001,@ USER Good move ... .he is the big loser,OFF,TIN,IND
108,18495,@ USER Let 's get to the bottom of this ! DM me your zipcode and I 'll check it out . We have your back and we will make sure you are enjoying the BEST that TV ha to offer ASAP ! *NevinBruce,NOT,,
109,76680,@ USER @ USER @ USER @ USER For the record I know Doug Jones personally and he is only a Sen. Bc we had no other credible choice . He won ’ t be at the next election .,NOT,,
110,88013,@ USER The president ’ s feeling are totally opposite of CNN ’ s feeling . So what doe that say about CNN ? They ’ re all liberal .,NOT,,
111,66349,"@ USER it 's literally a narrative that is on par with Nazis punch , antifa punch , they are two side of the same coin . '' noooOOoOo one of these group want to exterminate or deport all PoC and Jews , the other just want to prevent them from doing that , and this comparison benefit fash ''",OFF,UNT,
112,80561,@ USER @ USER There are many dumb argument for gun control but this may be the dumbest and most common .,OFF,TIN,IND
113,16052,@ USER she is idk what 's going on,NOT,,
114,49996,@ USER @ USER Yall need to chill he is having a really abysmal nd half . Rizzo had an abysmal st half . Its baseball it happens . Does he have thing he still need to work on yes . Has the power number dropped yes ... .. but he could bounce back at anytime . URL,NOT,,
115,77086,@ USER Dude you are old ! ! ! Lmao . PS : Go Pack Go ! ! !,NOT,,
116,10972,@ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER That 's why Trump supporter ca n't even wear a hat without being abused . If they meet the animal on the left attack them . Antifa is a branch of the Communist-Socialist-Nazis Democrat Party .,NOT,,
117,69160,@ USER The laugh I ’ ve gotten from you are enough . 😌,NOT,,
118,28380,@ USER @ USER @ USER well ?,NOT,,
119,40252,@ USER @ USER @ USER First of all— they don ’ t even have pizza at Panera,NOT,,
120,39907,@ USER @ USER @ USER please do n't kill me . antifa on the other hand ...,OFF,TIN,IND
121,16164,@ USER Did you see Shanahan say Spoon wa not % healthy this game ? Obviously no excuse if you ’ re out there BUT maybe it ’ s not the “ all is doom ” sort of thing it seemed during the game . Maybe he is still pretty good .,NOT,,
122,52824,@ USER Good girl @ USER,NOT,,
123,77294,@ USER @ USER She is an ugly black hearted troll URL,OFF,TIN,IND
124,13420,@ USER @ USER @ USER You are clearly not a pokemon master ! I have almost in rare candy alone . Over legacy moveset pokemon . It just all depends on what you like to keep a collection piece and what you value in the game .,NOT,,
125,16940,@ USER Dont believe the hype .,OFF,UNT,
126,83816,@ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER Followed all new - MAGA . Please follow back .,NOT,,
127,99156,# Protests Reported in # Sunderland Except these are # football fan and one # flag say # WestBrom on it ? ! Getting worse now even a I type ? ! # MAGA # MEGA # MBGA # MCGA # Conservatives # Patriots # Muslims # FarLeft # Leftists ( doomed to lose but do not realises it ) # CivilWar soon ? URL,NOT,,
128,11255,@ USER Liberals would still vote for him . They 'll claim his comment were Taken out of context and that he is still a man of integrity . '' '',NOT,,
129,28841,@ USER @ USER We have been saved from you ! MAGA !,OFF,TIN,IND
130,79060,@ USER You are bringing up honor and decency ? With that yoyo in the picture ? That 's rich .,NOT,,
131,71682,@ USER Good riddance .,NOT,,
132,17577,@ USER She is a goddess,NOT,,
133,27503,"@ USER Omg xD The worst ( or the best , in my case is the best cuase it made me laught ) part wa her asking is he dead ? doe that hurt ? poor thing ... '' and the rest standin there like `` ... .nope he is no suffering '' `` so he is dead ! '' `` ... yeah , pretty dead '' ''",NOT,,
134,59998,@ USER You can probably imagine all the SJW snowflake that do n't feel safe '' working where there might be conservative lurking in the shadow . Conservatives are now the Ruskies of the st century . '',OFF,TIN,IND
135,81119,@ USER @ USER I see May in the same light a yourself . Even the last election wa about her and not the Conservatives . A split is coming to the Tory partyvery soon !,NOT,,
136,28812,@ USER This all I get 😢 damn these hater deleting you IG for no reason ... URL,OFF,TIN,GRP
137,84131,@ USER Do you think Canadian liberal will actually blame Trudeau if he cost them this ? Or a per standard push it off on u ?,NOT,,
138,23179,@ USER You warned everyone about Josh Gordon the last month on a daily basis . I 'm sure you are a shocked a I am of what transpired today .,NOT,,
139,28601,@ USER @ USER @ USER Why ca n't liberal read ? ? ? ? ? ? READ it AGAIN URL,NOT,,
140,64776,@ USER SJSHSJ THATS MY JOB BITCH,OFF,TIN,IND
141,95712,@ USER Do they discus Haiti ?,NOT,,
142,69972,@ USER @ USER @ USER What part of NO COLLUSION do n't you get ? ? ? This is why you are a dumocrat,OFF,TIN,IND
143,37115,@ USER He is very skilled😂😂,NOT,,
144,80696,@ USER You are amazing 💛💛💛,NOT,,
145,68163,@ USER Fist pump wa for the troop .,NOT,,
146,96789,"@ USER if the reason for Farakans illegal value are because he is black or Muslim , that would be a reason to detest him . I believe his illegal value are simply a result of bad character , like his supporter ! ''",OFF,TIN,GRP
147,68629,@ USER Let the leftist democrat riot in the street with their antifa counterpart .,OFF,TIN,IND
148,66109,@ USER I thought Canada had strict gun control . Help me understand what is happening .,NOT,,
149,19419,@ USER They don ’ t want you following people because they don ’ t like conservative ! Sickening how biased Twitter ’ s management is . # TwitterLeftBias,NOT,,
150,32942,@ USER He is doing life tho😑,NOT,,
151,74285,@ USER It 's SO VERY IMPORTANT between now and the midterm to get the word out that all the # democrat want people of color to believe is they support them - which a you know is SO false . How can the word spread even more to those who need to know ? # MAGA # NAACP,NOT,,
152,77319,@ USER @ USER ANTIFA is not giving death threat to professor Ford or threatening violence if their candidate loses or Spanky is impeached .,OFF,TIN,IND
153,30517,@ USER @ USER @ USER Have you seen or listened to your ANTIFA pal ?,NOT,,
154,69077,@ USER @ USER In case of antifa take a little bat or something . Good for you- more of should do that kind of thing .,NOT,,
155,67758,@ USER Your title scare me a little bit . ; - ),NOT,,
156,35944,@ USER & gt ; Eradicating HIV and Malaria in the middle of Africa Good bloody luck,NOT,,
157,48223,@ USER @ USER The only interaction of Tory volunteer with FCP volunteer that I witnessed today wa the one demanding that our float be moved to the back of the parade . # ableg # cdnpoli,NOT,,
158,47168,@ USER And who seems to be getting thing done .,NOT,,
159,53947,I added a video to a @ USER playlist URL Combat mon frere v Ismael et Maga assassin v David le boxer ( YFC ),NOT,,
160,49504,@ USER So ha the Law changed ... you just make an allegation now day and your guilty until proven innocent . Liberals are mentally ill !,OFF,TIN,GRP
161,66291,@ USER Straight up different . Thank Joe Biden for that one . I also wonder the outcome if her name had been Antifa Hill .,NOT,,
162,31229,@ USER This game suck donkey ball,OFF,TIN,GRP
163,75850,@ USER Yo for real you are gorgeous,NOT,,
164,88546,@ USER Absolutely should be a nail in the coffin ... . for Hilliary,OFF,TIN,IND
165,29241,@ USER @ USER I hope he get on twitter so I can tell him how amazing he is . ❤😄,NOT,,
166,19842,@ USER Who are “ they ” Gun control ha been tried and is a proven failure . This is why people don ’ t vote democrat . They refuse to admit reality . Gun control doesn ’ t work .,NOT,,
167,69232,@ USER So the overwhelming liberal in the populated state can make policy for the rest of America with whom they have no clue about . Just because California ha the biggest population doe not mean the U.S. share in their value . Get a clue Hillary .,NOT,,
168,36471,@ USER @ USER Does n't he partly fund Antifa ?,NOT,,
169,32897,@ USER He is a DUMBASS ! ! ! ! !,OFF,TIN,IND
170,62072,@ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER ... and # LeviStrauss wanting gun control How many of u wonder why the heck do they want our freedom taken away ~ or is it just selective freedom ? URL,OFF,TIN,GRP
171,95444,@ USER At this point in time ... I do n't think Pres . Trump give a sh*t ... and neither do I ! LOL URL,OFF,TIN,IND
172,51172,@ USER @ USER O.K . Conservatives get to the poll . Vote red .,NOT,,
173,62481,@ USER donnie jr. you and your family owe the country an apology for taking your criminal activity into OUR White House You are lining your pocket while your father is unfit and making a mockery of our republic . Shame on you and your family . Justice will prevail,OFF,TIN,IND
174,71895,"A Harvard/Harris Poll conducted this year found that percent of black Americans said they would like to see between only one and , legal immigrant brought to the U.S. a year . '' URL # MAGA # tcot ''",NOT,,
175,78366,@ USER Any doubt that @ USER have officially become The National Socialist American Workers Party is gone . With ppl like those on @ USER and @ USER acting a Der Sturmer and # Antifa a their Einsatzgruppen/Waffen SS detachment .,NOT,,
176,39021,@ USER Oh my Carmen . He is SO FRICKING CUTE,OFF,TIN,IND
177,68840,@ USER Chelsea is a crazy a her mother,OFF,TIN,IND
178,96837,@ USER It 's time the # Conservatives # binnedBoris and sent 'lyin Lynton back to Australia .,NOT,,
179,51815,@ USER @ USER @ USER The manifesto promised me my vote back . So where is it ? You think Brexit would have gone through if all the Brits in the EU had been allowed to vote ? The referendum wa gerrymandered .,NOT,,
180,62023,"@ USER THE METOO MOVEMENT MUST BE AN EXTENSION OF ANTIFA AND IS A COMPLETE JOKE ! IF THIS MOVEMENT WAS N'T SELECTIVE , JOE BIDEN WOULD BE IN COURT FOR FONDING GIRLS ON CAMERA '' ! URL",NOT,,
181,10253,@ USER @ USER you are awesome ! Thank you . You give humanity hope !,NOT,,
182,21367,@ USER GOOBER,NOT,,
183,33797,@ USER Another uninformed,NOT,,
184,11160,@ USER I forgot he is their foster child !,NOT,,
185,32916,@ USER And the brainless # DEMS want u to believe that he doe n't have the majority . Liberals is just like their leader '' the corrupts # Obama and # CrookedHillary both are real bad loser # MAGA # TRUMP '',OFF,TIN,GRP
186,47427,@ USER No fucking way he said this !,NOT,,
187,87052,@ USER @ USER Such supposedly smart people did n't think for one moment that in the audience there are people who voted Trump and are scared shitless hearing the top brass speak that way .,NOT,,
188,29556,@ USER I 'm not surprised . It take a sick woman to make this type of accusation . The kind you can only find on the far left . Liberals are praying that the really weak member of the GOP like Collins and Flake will pull back their support .,NOT,,
189,18547,@ USER @ USER California gun control is direct result of white people scared of Black Panthers using their right to bear arm . NRA had no problem with that gun control !,OFF,TIN,GRP
190,32688,@ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER or where Oct Brazil citizen overwhelming voted “ No ” on the government implementing strict gun control by a factor of . % And the Brazilian government still violates that referendum everyday a Brazilians are murdered w/zero effective method of self defense,NOT,,
191,57850,"... If we claim to be without sin , we deceive ourselves and the truth is not in u . If we confess our sin , he is faithful and just and will forgive u our sin and purify u from all unrighteousness . ( John : - ) ''",NOT,,
192,82607,@ USER @ USER And yet million of permit holding people carried legally concealed firearm that same day and didn ’ t hurt themselves or anyone else . But yet they want to have stronger gun control . Idiots ! 🤨 Our wonderful medium ha to hype incident that fit their agenda .,OFF,TIN,GRP
193,82339,@ USER Yes do hurt your self gun control freak .,OFF,TIN,GRP
194,98077,@ USER @ USER @ USER @ USER @ USER You get more like this guy with every hysterical tweet URL,NOT,,
195,62815,@ USER He always show dedication at what he doe no wonder he is the best URL,NOT,,
196,34510,@ USER @ USER @ USER Bullshit ! Regulations are good because it keep conservative from striping our land into the Abyss,OFF,TIN,GRP
197,53501,@ USER the owner of my culo,OFF,TIN,IND
198,69928,Now she scarred herself for life lol # MAGA URL,OFF,TIN,IND
199,31853,@ USER you fucking -,OFF,TIN,IND
200,13872,Confirm the MAN ! THE LEFT WING ACTIVIST IS A LIAR WHO 'S STORY CHANGES ! NO HARD EVIDENCE ! # ChristineBlaseyFord Innocent until proven guilty ! # ConfirmKavanaugh # MAGA @ USER # WeakRinos # Republicans,OFF,TIN,GRP
201,30791,@ USER Reagan also signed the first gun control bill a governor of CA,NOT,,
202,80385,@ USER Awe Hogwash do we really need you to overstate the obvious ?,NOT,,
203,54292,+ year a a JUDGE ... Extensive background ... NOT a peep ... link to TRUMP ... BOOM ... Do conservative only rape liberal ? ? ? URL,NOT,,
204,28985,I 'm Assuming I 'm Not Going to Get an Answer ' : Brainless # Liberal Stooge Ocasio-Cortez . @ USER on $ T Policy Plan URL # WakeUpAmerica THIS is NOT America 's future VOTE Republican or surrender America to these # DEM moron @ USER # MAGA,OFF,TIN,OTH
205,52375,( ) This man seriously need mental health treatment and should have his firearm confiscated until he is no longer a danger to himself or others . ( ) I 'm waiting for gun control advocate to add this to their list of school shooting . '' ( ) Who buy . caliber handgun ? Why ? URL,NOT,,
206,74004,@ USER @ USER Leftists showing yet again how vile they can be,OFF,TIN,GRP
207,70838,@ USER He is a drunk crazy man .,OFF,TIN,IND
208,64577,@ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER @ USER HONORED TO BE INCLUDED WITH ALL THESE FINE PATRIOTS ! THANK YOU RENA ! # MAGA 🇺🇸😀💕🇺🇸 DEAN ! @ USER URL,NOT,,
209,44448,@ USER Please shut up Ontario is seeing what conservative stand for @ USER is not helping you loose this province your never going anywhere.. Not they you will any way your completely out of tune with Canadian Mr. Harper oops I mean Mr. Scheer common mistake you so much alike .,NOT,,
210,53928,@ USER You are not alone . I wa sexually assaulted by a fellow law student in . I never reported it because I did n't think I would be believed . However something happened that made me realize I wa n't his only victim . Then I felt I 'd made a colossal mistake .,NOT,,
211,45337,@ USER But Liberals do .,NOT,,
212,85707,@ USER Another terrorist attack not reported by msm,NOT,,
213,63292,@ USER dont know who you are so imma just URL,NOT,,
214,15991,@ USER All that money had n't made u smarter .,OFF,TIN,IND
215,25009,@ USER Yes ! ! He is from Gilmer ! ! It make me laugh so much !,NOT,,
216,90990,@ USER U both r my lifeline❤🙏😂 @ USER,NOT,,
217,65785,@ USER Always thought H Ford wa a level headed guy ! Guess not ! Note to Ford : climate change is summer-fall- winter-spring ! ! Happens every year ! Get over it !,NOT,,
218,38837,@ USER Yeah we need some more made up bullshit protestors and antifa lol time for an epic beatdown😉,OFF,UNT,
219,94182,@ USER @ USER Unfortunately you 're right . Keep it real . SHE is the assault weapon !,NOT,,
220,77653,@ USER She is Real Rocky 🔥🔥🔥 Oh My God ! !,NOT,,
221,27238,@ USER Thank you to everyone for making this possible you are amazing and so are the beautiful bear . I 'm a member of Olivers Army and I appreciate everything you do to make life better .,NOT,,
